family;name;age;group;physics;mathematics;rus;literature;geometry;informatics
Смирнов;Степан;6;1;3;5;4;4;1;4
Смирнов;Вадим;9;4;5;3;3;1;5;4
Смирнов;Ярослав;7;2;1;5;5;4;5;3
Смирнов;Артём;10;5;5;1;4;4;4;5
Смирнов;Александр;11;5;5;1;5;5;4;1
Смирнов;Роберт;17;10;5;2;3;2;1;1
Смирнов;Егор;17;10;2;5;2;2;1;4
Смирнов;Родион;14;7;4;3;4;5;4;5
Смирнов;Денис;17;11;1;5;3;2;3;1
Смирнов;Глеб;8;2;4;2;2;1;5;5
Смирнов;Лев;6;1;4;1;3;4;2;5
Смирнов;Максим;6;1;5;4;1;3;4;2
Смирнов;Алексей;12;7;5;2;4;2;2;4
Смирнов;Лев;14;9;5;5;1;4;2;2
Смирнов;Василий;16;11;2;3;5;5;4;1
Смирнов;Артём;16;11;4;1;4;2;2;2
Смирнов;Сергей;7;1;3;1;4;1;5;1
Смирнов;Иван;8;1;3;2;5;3;2;5
Смирнов;Александр;11;6;3;4;4;3;5;1
Смирнов;Артемий;17;10;3;5;1;4;2;2
Смирнов;Денис;9;3;4;2;4;1;5;4
Смирнов;Иван;8;3;4;4;4;3;1;3
Смирнов;Никита;8;3;2;4;3;5;5;4
Смирнов;Ярослав;9;2;3;1;3;5;2;1
Смирнов;Константин;11;5;1;3;3;3;4;3
Смирнов;Даниил;9;3;1;3;5;1;2;5
Смирнов;Никита;15;10;2;3;2;2;2;5
Смирнов;Александр;5;1;3;3;4;1;1;3
Смирнов;Артём;17;12;3;4;3;4;3;4
Смирнов;Максим;9;2;5;3;1;3;4;3
Смирнов;Даниил;14;9;3;1;5;1;1;1
Смирнов;Максим;16;9;4;4;4;5;3;4
Смирнов;Матвей;11;5;2;2;4;2;5;5
Смирнов;Григорий;10;5;3;3;3;5;2;2
Смирнов;Иван;13;7;2;5;5;3;4;2
Смирнов;Максим;12;5;3;3;5;5;5;2
Смирнов;Максим;5;1;5;5;4;5;3;2
Смирнов;Илья;9;3;1;2;1;5;2;1
Смирнов;Артём;5;1;5;5;1;3;1;4
Смирнов;Тимур;13;7;3;1;3;5;5;4
Смирнов;Матвей;11;5;2;4;4;5;5;2
Смирнов;Дмитрий;15;10;2;5;2;2;3;4
Смирнов;Всеволод;9;2;3;1;1;2;4;4
Смирнов;Степан;11;6;5;1;3;2;3;4
Смирнов;Дмитрий;8;3;1;3;1;3;2;1
Смирнов;Артём;6;1;1;3;4;1;2;1
Смирнов;Денис;9;4;4;4;4;1;4;1
Смирнов;Евгений;17;10;3;5;2;1;3;4
Смирнов;Иван;11;4;4;4;1;2;1;4
Смирнов;Андрей;15;9;3;5;5;1;5;2
Смирнов;Дмитрий;11;4;4;1;3;2;2;5
Смирнов;Тимофей;5;1;4;2;3;2;4;4
Смирнов;Антон;16;10;1;3;3;3;1;5
Смирнов;Илья;17;11;4;4;1;1;1;3
Смирнов;Даниил;14;7;1;2;4;1;2;3
Смирнов;Максим;17;10;3;5;2;3;3;1
Смирнов;Дмитрий;11;6;1;3;3;3;4;2
Смирнов;Савелий;6;1;4;3;3;1;3;5
Смирнов;Максим;15;10;2;3;5;4;1;4
Смирнов;Артём;13;6;4;4;4;1;3;5
Смирнов;Иван;9;4;3;3;3;4;2;4
Смирнов;Мирон;15;9;1;2;3;1;5;4
Смирнов;Матвей;8;2;4;1;5;1;3;1
Смирнов;Иван;16;11;1;1;1;1;2;2
Смирнов;Дмитрий;7;1;3;5;4;3;2;2
Смирнов;Виктор;17;11;1;5;5;1;5;3
Смирнов;Александр;5;1;4;4;1;1;2;3
Смирнов;Игорь;12;6;2;1;5;2;4;2
Смирнов;Матвей;8;2;5;3;5;2;5;4
Смирнов;Михаил;9;2;1;4;2;5;3;2
Смирнов;Артём;8;1;1;2;3;4;5;1
Смирнов;Михаил;8;1;1;2;1;5;2;5
Смирнов;Александр;16;11;3;2;1;4;3;3
Смирнов;Иван;6;1;3;3;4;1;3;1
Смирнов;Дмитрий;12;7;4;4;4;5;3;5
Смирнов;Владимир;15;10;5;1;5;1;3;1
Смирнов;Евгений;9;3;5;3;3;5;5;5
Смирнов;Егор;5;1;4;1;5;4;2;3
Смирнов;Михаил;6;1;1;1;2;5;5;4
Смирнов;Леонид;7;1;2;5;1;4;1;2
Смирнов;Максим;17;12;3;5;4;3;5;3
Смирнов;Мирон;9;4;4;1;3;3;3;3
Смирнов;Антон;5;1;3;5;3;1;5;5
Смирнов;Тимур;7;1;5;4;5;2;3;5
Смирнов;Игорь;6;1;1;1;1;4;3;1
Смирнов;Фёдор;9;4;5;3;1;2;4;3
Смирнов;Константин;15;10;5;3;3;2;4;5
Смирнов;Георгий;6;1;3;4;1;4;1;5
Смирнов;Михаил;6;1;3;5;3;2;2;4
Смирнов;Сергей;17;10;1;4;3;2;1;5
Смирнов;Игорь;15;8;4;5;1;1;3;5
Смирнов;Иван;15;8;5;4;3;3;5;4
Смирнов;Марк;13;6;3;1;3;3;5;3
Смирнов;Кирилл;16;10;2;4;1;2;4;2
Смирнов;Макар;6;1;2;3;4;1;2;2
Смирнов;Богдан;17;11;3;5;4;4;1;2
Смирнов;Артём;9;3;2;2;5;1;1;5
Смирнов;Даниил;12;6;3;3;3;1;1;5
Смирнов;Иван;17;12;5;4;5;5;1;4
Смирнов;Герман;13;6;5;5;3;3;3;2
Смирнов;Иван;16;11;5;5;2;1;2;4
Смирнов;Максим;12;6;1;1;5;2;2;5
Смирнов;Даниил;15;9;5;3;5;2;1;1
Смирнов;Максим;5;1;4;1;4;3;5;3
Смирнов;Егор;10;3;4;3;1;3;2;2
Смирнов;Марк;9;3;4;1;3;2;2;4
Смирнов;Платон;7;1;2;3;3;5;4;2
Смирнов;Матвей;12;6;1;4;4;1;3;1
Смирнов;Тимур;16;11;1;3;2;3;2;5
Смирнов;Виктор;9;3;3;1;5;4;2;5
Смирнов;Даниил;9;3;1;3;2;2;5;4
Смирнов;Филипп;14;8;4;3;2;1;1;4
Смирнов;Кирилл;12;6;2;1;5;1;4;5
Смирнов;Руслан;9;4;1;1;3;1;5;5
Смирнов;Матвей;16;10;4;1;4;4;1;5
Смирнов;Кирилл;8;3;2;4;5;1;2;5
Смирнов;Савва;9;2;1;1;4;2;4;3
Смирнов;Тимофей;6;1;3;5;3;3;2;3
Смирнов;Мирон;5;1;1;4;3;4;4;5
Смирнов;Александр;7;2;5;3;2;5;5;5
Смирнов;Семён;9;3;3;2;1;1;4;1
Смирнов;Фёдор;9;2;2;2;1;4;1;2
Смирнов;Максим;11;6;3;3;1;5;4;3
Смирнов;Юрий;11;4;1;4;1;3;3;5
Смирнов;Тимур;13;7;1;5;4;3;5;5
Смирнов;Адам;7;2;2;1;3;2;3;5
Смирнов;Михаил;5;1;1;1;1;3;1;5
Смирнов;Захар;8;1;1;1;5;4;4;3
Смирнов;Андрей;9;3;3;5;3;3;3;3
Смирнов;Никита;5;1;3;5;4;2;4;5
Смирнов;Артур;5;1;5;2;3;3;5;2
Смирнов;Тимур;6;1;5;5;3;5;1;3
Смирнов;Сергей;13;8;2;4;1;4;2;2
Смирнов;Мирон;16;10;3;1;4;5;5;3
Смирнов;Ярослав;5;1;5;1;2;2;3;2
Смирнов;Никита;12;6;2;4;2;1;5;1
Смирнов;Максим;16;9;5;3;3;4;5;4
Смирнов;Иван;15;8;2;4;5;5;2;3
Смирнов;Егор;17;11;3;5;3;4;2;2
Смирнов;Марк;17;10;1;2;1;3;1;4
Смирнов;Глеб;17;12;2;5;5;3;5;1
Смирнов;Антон;10;5;2;3;1;4;2;3
Смирнов;Александр;12;6;2;3;5;5;3;3
Смирнов;Тихон;7;1;5;2;3;4;3;4
Смирнова;София;5;1;4;5;2;4;5;3
Смирнова;Анна;5;1;5;5;1;3;1;5
Смирнова;Александра;10;3;3;3;3;3;3;5
Смирнова;Арина;5;1;2;2;2;4;5;2
Смирнова;Виктория;9;4;5;2;1;3;3;1
Смирнова;Виктория;15;8;2;3;5;2;4;1
Смирнова;Елизавета;9;3;2;5;1;1;2;2
Смирнова;Валерия;7;2;5;1;2;1;1;5
Смирнова;Василиса;7;2;1;1;2;2;2;4
Смирнова;Александра;7;1;5;2;3;5;5;5
Смирнова;Вероника;15;10;1;3;4;3;5;1
Смирнова;Алиса;15;9;3;3;3;3;2;1
Смирнова;Варвара;8;2;5;1;3;5;3;4
Смирнова;Анна;9;4;2;3;2;5;4;2
Смирнова;Елена;5;1;3;2;2;2;3;2
Смирнова;Алиса;5;1;3;5;5;2;1;5
Смирнова;Кристина;17;10;2;1;2;4;2;4
Смирнова;Яна;14;9;4;2;4;3;5;5
Смирнова;Виктория;15;10;4;1;3;4;4;2
Смирнова;Александра;6;1;4;2;2;3;1;4
Смирнова;Антонина;14;7;5;1;1;1;2;4
Смирнова;Диана;8;2;2;1;5;2;5;2
Смирнова;Алиса;8;2;2;4;4;5;3;1
Смирнова;Анна;14;8;1;2;5;4;3;2
Смирнова;Милана;12;6;4;5;4;2;2;5
Смирнова;Вероника;11;6;1;2;5;3;2;1
Смирнова;Алиса;7;2;5;2;2;4;2;3
Смирнова;Александра;9;4;2;2;4;3;5;1
Смирнова;Анастасия;7;1;5;2;2;3;1;2
Смирнова;София;9;3;3;4;2;4;1;4
Смирнова;Александра;14;7;2;3;5;4;4;2
Смирнова;Василиса;5;1;5;4;1;3;2;3
Смирнова;София;14;7;4;5;3;1;5;2
Смирнова;Ева;12;5;1;2;3;2;4;2
Смирнова;Ольга;15;10;3;2;3;5;2;5
Смирнова;Анастасия;7;1;2;5;3;3;4;1
Смирнова;Елизавета;11;4;5;4;4;4;4;2
Смирнова;Виктория;17;12;1;3;1;3;5;3
Смирнова;Виктория;9;3;2;3;2;5;3;4
Смирнова;Елизавета;16;11;2;4;4;1;1;2
Смирнова;София;14;8;2;2;3;3;1;1
Смирнова;Виктория;9;3;4;3;5;1;2;1
Смирнова;Алиса;13;6;3;2;5;2;1;5
Смирнова;Маргарита;8;3;4;3;3;2;3;1
Смирнова;Ольга;11;6;1;3;1;4;2;5
Смирнова;Кира;11;4;1;5;1;4;3;3
Смирнова;Марина;11;4;3;1;1;5;5;5
Смирнова;Дарья;16;11;1;5;2;4;4;3
Смирнова;Ева;12;5;3;4;5;5;4;1
Смирнова;Варвара;17;10;2;5;4;2;5;1
Смирнова;Алиса;10;3;4;4;4;4;1;4
Смирнова;Екатерина;7;1;1;3;1;3;5;3
Смирнова;Ксения;14;7;3;3;2;3;3;5
Смирнова;Варвара;9;2;3;4;3;3;3;4
Смирнова;Варвара;6;1;5;5;1;2;1;4
Смирнова;Евгения;15;10;1;5;5;3;5;4
Смирнова;Ульяна;9;4;2;3;5;3;2;4
Смирнова;Мария;15;10;4;1;5;2;5;2
Смирнова;Милана;9;4;2;1;2;3;4;4
Смирнова;Ульяна;11;4;3;3;1;3;3;3
Смирнова;Вероника;9;4;2;1;3;1;4;5
Смирнова;Мария;11;6;2;1;3;3;3;5
Смирнова;Алина;10;5;4;4;4;2;4;2
Смирнова;Полина;7;2;4;1;3;5;2;4
Смирнова;Анастасия;15;10;5;4;1;2;5;5
Смирнова;Таисия;17;10;1;1;3;5;3;5
Смирнова;Таисия;16;11;4;5;5;2;2;4
Смирнова;Василиса;11;6;3;2;2;4;4;1
Смирнова;Арина;16;10;3;2;2;4;2;1
Смирнова;Александра;13;8;2;1;3;3;1;3
Смирнова;Маргарита;11;4;5;2;5;5;1;3
Смирнова;Анна;11;5;2;5;5;5;2;4
Смирнова;Диана;5;1;1;1;2;3;5;1
Смирнова;Милана;14;8;3;5;1;3;4;1
Смирнова;Алёна;14;7;2;2;1;2;2;1
Смирнова;Анна;6;1;5;1;1;1;5;2
Смирнова;Полина;6;1;1;2;1;5;5;4
Смирнова;Мия;15;10;2;2;2;3;5;5
Смирнова;Диана;8;1;1;2;2;1;5;5
Смирнова;Кира;6;1;5;5;3;2;2;5
Смирнова;Диана;11;5;4;4;2;5;1;1
Смирнова;Ксения;11;6;1;1;3;3;2;3
Смирнова;Маргарита;15;10;5;3;4;5;5;2
Смирнова;Анастасия;17;12;4;5;5;1;5;5
Смирнова;Анна;7;1;3;4;3;5;2;4
Смирнова;Алиса;12;6;4;5;5;2;3;2
Смирнова;Кира;10;5;3;2;2;5;4;1
Смирнова;Вера;16;9;2;5;3;2;1;5
Смирнова;Василиса;10;3;2;3;4;1;4;2
Смирнова;Ева;5;1;3;5;3;3;4;1
Смирнова;Ульяна;16;9;2;3;3;5;4;1
Смирнова;Ева;14;9;4;2;4;1;1;5
Смирнова;Виктория;16;10;1;4;5;1;1;1
Смирнова;Мария;5;1;4;4;1;3;1;1
Смирнова;Вера;16;10;2;4;4;4;5;3
Смирнова;Мирослава;10;3;2;5;1;5;2;2
Смирнова;София;13;7;3;5;5;5;4;2
Смирнова;Екатерина;5;1;1;3;1;3;4;2
Смирнова;Виктория;16;11;1;3;2;4;1;4
Смирнова;Александра;12;5;5;4;5;5;3;5
Смирнова;Ксения;5;1;5;2;4;1;4;4
Смирнова;Елизавета;7;2;5;4;3;2;5;3
Смирнова;София;5;1;3;2;2;3;1;4
Смирнова;Ярослава;11;5;4;3;1;4;3;2
Смирнова;Кира;8;1;2;2;1;4;4;2
Смирнова;Ксения;10;3;2;4;4;1;2;3
Смирнова;Александра;12;5;4;4;3;1;5;3
Смирнова;Анна;16;9;5;1;4;5;4;4
Смирнова;Мария;11;5;2;2;2;2;1;3
Смирнова;Ника;13;8;1;2;4;1;2;3
Смирнова;София;11;6;5;3;1;1;5;5
Смирнова;Анна;15;8;5;1;5;1;4;4
Смирнова;Алина;10;3;1;2;1;1;3;3
Смирнова;Татьяна;17;11;5;1;5;5;5;2
Смирнова;Анна;6;1;3;1;1;4;2;3
Смирнова;Вера;5;1;4;3;1;5;2;4
Смирнова;Мария;5;1;3;2;3;1;2;4
Смирнова;Ксения;15;8;1;3;2;1;1;5
Смирнова;Анна;8;2;5;3;3;1;5;2
Смирнова;Ирина;9;2;3;4;4;5;3;2
Смирнова;Мария;12;6;2;1;3;1;4;3
Смирнова;Виктория;17;10;1;5;2;5;4;4
Смирнова;Лилия;11;5;5;2;1;3;2;4
Смирнова;Вера;15;10;5;3;5;1;3;1
Смирнова;Анна;11;6;3;3;4;1;5;3
Смирнова;София;13;7;2;3;1;1;5;5
Смирнова;Алиса;17;12;5;1;3;1;4;5
Смирнова;Полина;8;2;4;1;4;4;5;4
Смирнова;Екатерина;10;3;3;3;1;2;2;2
Смирнова;Анастасия;7;1;5;5;2;5;5;5
Смирнова;Екатерина;14;7;3;1;2;4;4;2
Смирнова;Вера;15;10;3;2;1;2;3;4
Смирнова;Юлия;15;9;3;4;3;5;3;2
Смирнова;Полина;15;10;2;1;3;2;1;3
Смирнова;Александра;13;6;2;5;4;3;3;4
Смирнова;Александра;9;2;1;4;5;1;1;4
Смирнова;Екатерина;8;3;3;3;4;1;2;4
Смирнова;Ника;8;3;2;3;5;5;3;3
Смирнова;Анна;10;3;5;5;5;4;2;2
Смирнова;Алиса;10;3;4;5;1;3;5;1
Смирнова;Дарья;15;8;4;2;1;2;1;2
Смирнова;Анна;16;11;5;5;1;1;4;1
Смирнова;Дарья;13;6;3;3;5;5;2;4
Смирнова;Мария;5;1;5;2;5;4;3;5
Смирнова;Полина;15;10;4;2;5;1;1;1
Смирнова;Елена;8;3;5;2;5;2;5;4
Смирнова;Марина;15;9;5;3;4;1;4;3
Смирнова;Александра;17;11;4;2;4;5;1;5
Смирнова;Дарья;12;6;3;2;3;2;3;3
Смирнова;София;8;2;5;2;3;3;3;1
Смирнова;Алиса;5;1;4;4;4;1;5;5
Смирнова;Мария;8;3;4;5;4;2;4;3
Смирнова;Ангелина;8;2;4;5;5;2;4;1
Смирнова;Светлана;7;1;5;4;2;2;4;5
Смирнова;Дарья;16;10;1;3;3;3;4;4
Смирнова;Ксения;7;1;5;5;4;3;5;5
Смирнова;Карина;9;3;4;3;5;5;5;5
Смирнова;Елена;12;5;1;3;4;2;1;3
Смирнова;Таисия;8;1;4;3;4;2;1;5
Смирнова;Ксения;15;10;5;1;5;2;5;2
Смирнова;Анастасия;11;4;2;2;4;1;3;1
Смирнова;Варвара;15;9;4;1;3;1;2;3
Смирнова;Мия;8;2;5;4;3;2;3;5
Смирнова;Анна;16;10;1;2;1;4;2;1
Смирнова;Кира;9;2;1;5;5;4;3;4
Смирнова;Татьяна;11;5;2;3;1;3;3;3
Смирнова;Алиса;16;10;4;1;2;3;1;4
Смирнова;Мария;15;8;2;1;5;5;5;3
Смирнова;Мирослава;6;1;2;1;1;5;2;3
Смирнова;Ксения;6;1;1;1;2;4;5;2
Смирнова;Алиса;7;2;5;1;2;1;5;2
Смирнова;Арина;9;2;1;5;5;2;4;4
Смирнова;Милана;6;1;1;3;1;1;4;2
Смирнова;Валерия;13;7;2;4;1;4;2;3
Смирнова;Мария;17;10;4;4;3;1;2;3
Смирнова;Олеся;5;1;2;1;1;3;5;3
Смирнова;Майя;7;1;5;3;4;4;5;1
Смирнова;Милана;12;5;1;2;4;4;1;2
Смирнова;Елизавета;6;1;2;3;2;1;4;1
Смирнова;Анастасия;6;1;5;1;3;2;2;1
Смирнова;Ярослава;9;2;2;4;5;4;1;2
Смирнова;Дарья;6;1;1;5;3;1;1;4
Смирнова;Алёна;8;1;1;5;2;5;2;5
Смирнова;Ольга;16;11;4;3;1;5;5;2
Смирнова;Варвара;9;4;4;2;3;5;1;5
Смирнова;Мария;15;9;3;1;3;3;1;4
Смирнова;Анна;7;2;4;5;2;4;2;5
Смирнова;Майя;5;1;5;5;5;1;5;4
Смирнова;Александра;17;11;3;2;4;3;2;3
Смирнова;Милана;12;6;1;4;1;5;2;4
Смирнова;Вероника;10;4;4;2;2;5;1;4
Смирнова;Кристина;16;10;3;4;1;1;2;3
Смирнова;Кира;14;7;2;1;5;1;3;1
Смирнова;Виктория;8;2;1;4;1;3;1;1
Смирнова;Ярослава;11;5;4;3;5;2;2;4
Смирнова;Мария;7;1;4;5;2;5;2;4
Смирнова;Евгения;6;1;5;4;4;3;3;2
Смирнова;Надежда;6;1;2;2;4;1;2;2
Смирнова;Дарья;13;7;1;4;5;5;3;3
Смирнова;Дарья;6;1;2;2;3;1;5;4
Смирнова;Виктория;5;1;1;5;3;2;3;1
Смирнова;Алина;6;1;4;5;1;4;3;3
Смирнова;Ева;8;1;1;3;1;4;1;3
Смирнова;Кристина;11;6;4;1;5;5;4;2
Смирнова;Злата;8;2;3;3;2;1;2;4
Смирнова;Алиса;15;9;5;2;2;4;1;5
Смирнова;Анастасия;10;5;4;3;1;5;5;1
Смирнова;Александра;8;2;1;1;2;2;5;4
Смирнова;Милана;5;1;5;3;3;4;2;2
Смирнова;Вероника;17;10;1;2;2;2;1;2
Смирнова;Зоя;17;12;3;5;3;3;2;3
Смирнова;Ева;5;1;2;4;2;1;5;3
Смирнова;Милана;17;12;2;2;1;5;5;4
Смирнова;Алёна;15;8;2;2;4;5;4;4
Смирнова;Мария;15;8;4;4;3;4;1;5
Смирнова;Анастасия;16;9;3;5;3;5;1;3
Смирнова;Кристина;16;10;4;4;4;1;4;3
Смирнова;Виктория;11;5;2;2;2;5;2;1
Смирнова;Вероника;5;1;3;2;2;5;2;2
Смирнова;Маргарита;15;9;4;3;2;1;4;5
Смирнова;Полина;12;5;2;2;5;3;3;2
Смирнова;Екатерина;8;1;4;4;1;1;3;3
Смирнова;Алиса;8;1;2;5;1;2;2;1
Смирнова;Варвара;7;1;1;1;4;2;3;1
Смирнова;София;6;1;1;1;3;4;1;2
Смирнова;Валерия;11;6;3;2;3;3;1;1
Смирнова;Анастасия;11;5;5;1;2;2;1;3
Смирнова;Алина;6;1;4;3;5;2;1;5
Смирнова;Диана;10;3;2;3;2;1;5;5
Смирнова;Арина;15;9;4;5;5;5;3;4
Смирнова;Таисия;16;9;2;2;4;1;3;1
Смирнова;Ника;16;11;1;1;4;5;4;2
Смирнова;Ирина;7;1;1;2;4;5;3;1
Смирнова;Василиса;17;11;5;2;5;2;5;1
Смирнова;Екатерина;6;1;4;4;4;5;2;1
Смирнова;Екатерина;5;1;3;1;1;3;5;4
Смирнова;Вера;10;4;5;2;2;3;4;1
Смирнова;Милена;14;9;2;5;4;4;5;3
Смирнова;София;16;11;5;4;3;2;1;5
Смирнова;Мария;8;2;4;2;1;3;2;5
Смирнова;Кристина;16;9;5;3;4;1;1;1
Смирнова;София;17;11;1;3;1;2;1;1
Смирнова;Ирина;13;7;4;2;5;2;5;3
Смирнова;София;6;1;3;1;5;2;3;4
Смирнова;Виктория;10;5;2;2;1;5;3;2
Смирнова;София;12;5;4;1;4;5;2;3
Смирнова;Елизавета;5;1;5;5;4;4;4;5
Смирнова;Алиса;17;11;3;4;3;1;3;4
Смирнова;Дарина;6;1;1;4;1;2;5;1
Смирнова;Диана;7;1;4;5;1;4;4;5
Смирнова;Мария;6;1;4;5;1;3;5;1
Смирнова;Ирина;17;12;5;3;1;4;1;5
Смирнова;Алиса;12;6;2;2;5;5;5;5
Смирнова;Зоя;10;5;5;1;2;4;1;2
Смирнова;Елена;14;8;4;2;1;5;3;1
Смирнова;Анастасия;13;7;5;2;4;2;5;3
Смирнова;Ева;9;4;5;1;2;2;5;2
Смирнова;Елизавета;12;6;2;5;1;4;1;1
Смирнова;Ксения;13;8;2;4;5;4;4;5
Смирнова;Диана;17;11;3;2;3;3;5;1
Смирнова;Виктория;12;5;1;5;4;4;1;3
Смирнова;Варвара;15;8;1;4;5;1;2;4
Смирнова;София;8;1;1;2;3;4;5;3
Смирнова;Елизавета;17;12;2;1;1;1;4;1
Смирнова;Екатерина;12;5;1;1;1;2;1;4
Смирнова;Екатерина;11;5;4;2;3;2;3;1
Смирнова;Вероника;16;9;4;4;5;3;3;1
Смирнова;Анастасия;15;8;2;5;1;1;3;5
Смирнова;Анастасия;17;12;3;4;2;2;1;1
Смирнова;Елизавета;12;7;2;1;1;3;2;4
Смирнова;Вероника;12;5;3;5;4;4;2;4
Смирнова;Анна;17;12;1;2;1;3;1;1
Смирнова;Варвара;9;4;5;2;1;1;5;4
Смирнова;София;7;1;2;5;4;1;5;2
Смирнова;Нина;9;3;1;5;4;1;5;4
Смирнова;Полина;13;8;3;3;1;3;3;2
Смирнова;Юлия;6;1;3;2;3;5;3;1
Смирнова;Виктория;5;1;4;5;5;4;5;1
Смирнова;Анна;14;9;5;3;2;3;5;5
Смирнова;Ева;8;3;3;3;5;2;1;5
Смирнова;Ксения;5;1;4;3;1;5;3;2
Смирнова;Вера;10;3;3;2;2;4;5;2
Смирнова;Ксения;8;3;2;1;1;4;1;1
Смирнова;Виктория;12;5;3;5;3;3;2;1
Смирнова;Диана;11;5;5;3;3;4;1;1
Смирнова;Анастасия;14;8;4;3;1;4;2;3
Смирнова;Мария;13;6;5;3;5;5;3;4
Смирнова;Полина;12;7;4;4;1;5;1;5
Смирнова;Мария;6;1;4;4;1;2;1;2
Смирнова;Екатерина;15;9;4;1;4;4;5;2
Смирнова;Ирина;9;4;4;1;2;3;5;1
Смирнова;Мирослава;5;1;2;5;2;5;5;5
Смирнова;Анастасия;8;1;4;5;2;3;3;4
Смирнова;Валерия;7;2;5;3;3;5;5;4
Смирнова;Екатерина;15;10;2;2;2;3;2;2
Смирнова;Ксения;11;5;5;1;3;4;5;5
Смирнова;Милана;8;1;1;2;1;2;1;2
Смирнова;Кира;17;11;1;3;4;4;5;5
Смирнова;Василиса;10;3;2;3;3;3;1;2
Смирнова;Ангелина;6;1;5;4;4;5;3;2
Смирнова;Анна;5;1;1;1;3;5;3;5
Смирнова;Карина;15;8;4;4;3;2;1;4
Смирнова;Виктория;13;8;4;3;5;4;2;4
Смирнова;Ангелина;9;4;5;3;3;5;5;1
Смирнова;Екатерина;17;11;4;3;4;1;1;4
Смирнова;София;16;11;2;1;1;2;3;5
Смирнова;Виктория;14;7;3;1;1;1;3;4
Смирнова;Олеся;15;9;2;1;5;4;5;1
Смирнова;Екатерина;11;6;2;1;4;4;3;2
Смирнова;Дарья;15;10;5;1;3;5;2;2
Смирнова;Анна;9;2;3;4;3;2;2;1
Смирнова;Александра;12;6;5;5;1;4;5;2
Смирнова;Арина;15;8;5;4;1;4;3;2
Смирнова;Елизавета;12;7;4;1;2;4;5;4
Смирнова;Ева;7;1;3;5;3;2;4;3
Смирнова;Маргарита;16;10;4;4;3;4;4;1
Смирнова;Екатерина;7;2;1;2;2;3;3;2
Смирнова;Кира;17;10;1;3;5;3;4;3
Смирнова;Алина;14;9;3;1;2;4;5;4
Смирнова;Елизавета;9;3;1;5;5;5;2;1
Смирнова;Виктория;8;1;4;1;5;3;1;5
Смирнова;Кристина;7;1;4;4;1;1;2;5
Смирнова;Екатерина;7;2;2;1;3;1;1;2
Смирнова;Юлия;12;7;5;1;3;4;4;2
Смирнова;Алиса;6;1;5;1;3;2;5;3
Смирнова;София;11;4;3;4;5;2;5;3
Смирнова;Алёна;13;6;3;5;1;1;3;4
Смирнова;Нина;14;7;5;2;5;3;2;5
Смирнова;Таисия;11;6;5;5;4;1;1;3
Смирнова;Елизавета;14;8;3;4;5;5;4;1
Смирнова;Елизавета;13;6;1;5;3;5;4;3
Смирнова;Анастасия;11;6;1;3;5;2;1;2
Смирнова;Алиса;10;5;1;4;3;4;1;3
Смирнова;Виктория;13;7;4;4;4;2;5;2
Смирнова;София;8;2;5;4;2;4;1;5
Смирнова;Екатерина;13;8;3;5;5;4;2;1
Смирнова;Ксения;9;2;2;1;5;3;3;5
Смирнова;Ульяна;9;2;1;4;3;5;3;4
Смирнова;Виктория;8;3;4;1;4;4;1;5
Смирнова;Любовь;17;10;2;5;5;5;5;1
Смирнова;Марина;6;1;3;4;3;1;4;1
Смирнова;Алиса;8;3;5;2;2;4;3;2
Смирнова;Арина;17;11;2;4;3;3;1;1
Смирнова;Валентина;12;6;2;3;1;5;1;5
Смирнова;Вера;13;8;3;3;3;5;1;2
Смирнова;Елизавета;13;7;4;3;5;4;1;2
Смирнова;Екатерина;12;7;2;3;3;2;2;3
Смирнова;София;17;11;4;3;3;4;4;3
Смирнова;Анна;5;1;5;3;2;2;3;3
Смирнова;Мария;7;2;1;4;1;4;3;5
Смирнова;Полина;8;2;2;1;5;2;5;5
Смирнова;Полина;12;6;1;1;1;4;1;5
Смирнова;Анастасия;13;8;1;2;4;4;2;4
Смирнова;Нина;14;7;4;3;5;5;2;5
Смирнова;Полина;13;8;3;2;4;1;5;1
Смирнова;София;16;11;4;3;2;3;5;4
Смирнова;Мирослава;14;8;5;2;3;4;2;4
Смирнова;Варвара;7;1;5;3;2;4;1;4
Смирнова;Анастасия;16;10;4;5;5;4;5;4
Смирнова;Татьяна;7;1;3;2;3;1;1;3
Смирнова;Елизавета;8;2;3;4;3;2;3;5
Смирнова;Анна;15;9;4;1;5;4;2;3
Смирнова;Анна;7;1;4;5;2;1;4;1
Смирнова;Виктория;7;1;5;4;4;2;4;3
Смирнова;Варвара;11;4;2;4;5;1;2;3
Смирнова;Полина;13;7;4;3;3;2;2;3
Смирнова;Дарья;13;6;3;5;1;4;5;5
Смирнова;Кира;11;5;1;3;3;5;1;3
Смирнова;Юлия;16;11;1;1;5;4;4;3
Смирнова;Диана;11;5;3;3;1;4;4;3
Смирнова;Вероника;16;9;4;3;1;2;5;1
Смирнова;Варвара;6;1;1;3;5;1;1;5
Смирнова;Любовь;7;1;1;5;3;5;4;5
Смирнова;Василиса;5;1;1;3;5;2;3;5
Смирнова;Анастасия;15;10;3;4;5;2;5;4
Смирнова;Арина;14;9;5;2;5;5;1;2
Смирнова;Дарья;11;4;2;5;2;1;3;1
Смирнова;Ева;15;10;3;2;3;5;1;2
Смирнова;Ника;5;1;4;5;5;3;1;4
Смирнова;Евгения;17;10;5;2;3;3;2;5
